persona_id,policy,converted,advisor_routed,abandoned,terminal_step,interventions_shown,interventions_accepted,initial_price_eur,final_price_eur,price_delta_eur
peter,balanced,False,True,False,advisor_routed,0,0,68.14,73.5,5.36
peter,balanced,False,False,True,abandoned,1,1,68.14,74.09,5.95
peter,balanced,True,False,False,converted,2,1,68.14,70.0,1.86
peter,balanced,False,False,True,abandoned,1,0,68.14,70.9,2.76
peter,balanced,False,False,True,abandoned,3,3,68.14,77.3,9.16
peter,balanced,False,False,True,abandoned,3,2,68.14,68.71,0.57
peter,balanced,False,False,True,abandoned,3,1,68.14,77.77,9.63
peter,balanced,False,True,False,advisor_routed,0,0,68.14,72.23,4.09
peter,balanced,False,False,True,abandoned,1,1,68.14,69.68,1.54
peter,balanced,False,True,False,advisor_routed,0,0,68.14,68.33,0.19
peter,balanced,True,False,False,converted,3,3,68.14,77.89,9.75
peter,balanced,False,False,True,abandoned,2,2,68.14,75.34,7.2
peter,balanced,True,False,False,converted,3,3,68.14,76.03,7.89
peter,balanced,False,False,True,abandoned,2,1,68.14,74.61,6.47
peter,balanced,True,False,False,converted,2,2,68.14,70.54,2.4
peter,balanced,True,False,False,converted,3,3,68.14,72.21,4.07
peter,balanced,True,False,False,converted,3,3,68.14,77.35,9.21
peter,balanced,False,False,True,abandoned,2,0,68.14,69.79,1.65
peter,balanced,False,False,True,abandoned,2,2,68.14,71.18,3.04
peter,balanced,False,False,True,abandoned,3,2,68.14,71.17,3.03
peter,balanced,False,False,True,abandoned,1,1,68.14,68.19,0.05
peter,balanced,False,False,True,abandoned,1,0,68.14,75.49,7.35
peter,balanced,False,False,True,abandoned,3,3,68.14,69.35,1.21
peter,balanced,False,False,True,abandoned,2,1,68.14,72.64,4.5
peter,balanced,False,False,True,abandoned,1,0,68.14,76.95,8.81
peter,balanced,False,False,True,abandoned,3,3,68.14,71.65,3.51
peter,balanced,False,False,True,abandoned,2,1,68.14,70.94,2.8
peter,balanced,False,False,True,abandoned,2,0,68.14,76.01,7.87
peter,balanced,False,False,True,abandoned,2,1,68.14,71.5,3.36
peter,balanced,True,False,False,converted,0,0,68.14,70.15,2.01
peter,balanced,False,False,True,abandoned,2,2,68.14,75.44,7.3
peter,balanced,False,False,True,abandoned,2,1,68.14,76.84,8.7
peter,balanced,True,False,False,converted,1,1,68.14,70.34,2.2
peter,balanced,False,False,True,abandoned,2,2,68.14,77.93,9.79
peter,balanced,False,False,True,abandoned,1,1,68.14,73.52,5.38
peter,balanced,False,False,True,abandoned,2,1,68.14,78.13,9.99
peter,balanced,False,False,True,abandoned,2,2,68.14,74.42,6.28
peter,balanced,False,False,True,abandoned,2,2,68.14,76.99,8.85
peter,balanced,True,False,False,converted,3,1,68.14,73.54,5.4
peter,balanced,False,False,True,abandoned,1,0,68.14,77.5,9.36
peter,balanced,False,False,True,abandoned,1,1,68.14,75.51,7.37
peter,balanced,False,True,False,advisor_routed,0,0,68.14,69.63,1.49
peter,balanced,False,False,True,abandoned,2,1,68.14,73.35,5.21
peter,balanced,True,False,False,converted,3,3,68.14,69.41,1.27
peter,balanced,False,False,True,abandoned,3,2,68.14,70.42,2.28
peter,balanced,False,True,False,advisor_routed,0,0,68.14,77.18,9.04
peter,balanced,False,False,True,abandoned,1,0,68.14,71.33,3.19
peter,balanced,False,False,True,abandoned,1,0,68.14,69.38,1.24
peter,balanced,True,False,False,converted,3,3,68.14,77.5,9.36
peter,balanced,False,False,True,abandoned,2,2,68.14,70.55,2.41
peter,balanced,False,False,True,abandoned,1,1,68.14,71.45,3.31
peter,balanced,False,False,True,abandoned,1,0,68.14,75.41,7.27
peter,balanced,False,False,True,abandoned,2,2,68.14,76.81,8.67
peter,balanced,False,False,True,abandoned,1,0,68.14,74.52,6.38
peter,balanced,True,False,False,converted,2,2,68.14,71.94,3.8
peter,balanced,False,False,True,abandoned,1,1,68.14,78.08,9.94
peter,balanced,False,False,True,abandoned,2,1,68.14,68.96,0.82
peter,balanced,False,False,True,abandoned,1,1,68.14,75.36,7.22
peter,balanced,False,False,True,abandoned,2,2,68.14,74.31,6.17
peter,balanced,False,False,True,abandoned,2,2,68.14,77.57,9.43
peter,balanced,False,False,True,abandoned,1,0,68.14,73.67,5.53
peter,balanced,False,True,False,advisor_routed,0,0,68.14,77.97,9.83
peter,balanced,False,False,True,abandoned,2,2,68.14,75.96,7.82
peter,balanced,False,False,True,abandoned,3,2,68.14,71.65,3.51
peter,balanced,False,False,True,abandoned,2,2,68.14,71.28,3.14
peter,balanced,False,False,True,abandoned,1,1,68.14,73.8,5.66
peter,balanced,True,False,False,converted,2,2,68.14,69.21,1.07
peter,balanced,False,False,True,abandoned,1,1,68.14,70.34,2.2
peter,balanced,False,False,True,abandoned,2,2,68.14,73.43,5.29
peter,balanced,False,False,True,abandoned,2,1,68.14,73.57,5.43
peter,balanced,True,False,False,converted,2,2,68.14,70.09,1.95
peter,balanced,False,False,True,abandoned,2,1,68.14,76.53,8.39
peter,balanced,False,False,True,abandoned,1,1,68.14,76.46,8.32
peter,balanced,False,False,True,abandoned,2,2,68.14,78.16,10.02
peter,balanced,False,False,True,abandoned,1,1,68.14,72.01,3.87
peter,balanced,False,False,True,abandoned,1,1,68.14,73.76,5.62
peter,balanced,False,False,True,abandoned,2,1,68.14,77.92,9.78
peter,balanced,False,False,True,abandoned,2,2,68.14,77.18,9.04
peter,balanced,False,False,True,abandoned,3,3,68.14,70.14,2.0
peter,balanced,False,False,True,abandoned,1,1,68.14,72.08,3.94
peter,balanced,False,False,True,abandoned,1,1,68.14,71.04,2.9
peter,balanced,False,False,True,abandoned,2,2,68.14,68.33,0.19
peter,balanced,False,False,True,abandoned,1,1,68.14,73.2,5.06
peter,balanced,False,False,True,abandoned,3,3,68.14,69.48,1.34
peter,balanced,True,False,False,converted,3,3,68.14,72.34,4.2
peter,balanced,False,False,True,abandoned,1,0,68.14,74.86,6.72
peter,balanced,True,False,False,converted,3,3,68.14,73.32,5.18
peter,balanced,False,False,True,abandoned,1,0,68.14,75.76,7.62
peter,balanced,False,False,True,abandoned,1,1,68.14,69.63,1.49
peter,balanced,False,False,True,abandoned,1,1,68.14,71.0,2.86
peter,balanced,False,False,True,abandoned,1,0,68.14,69.24,1.1
peter,balanced,False,True,False,advisor_routed,0,0,68.14,69.59,1.45
peter,balanced,False,False,True,abandoned,1,1,68.14,69.34,1.2
peter,balanced,False,False,True,abandoned,3,3,68.14,70.68,2.54
peter,balanced,False,False,True,abandoned,2,2,68.14,75.26,7.12
peter,balanced,False,False,True,abandoned,1,1,68.14,75.39,7.25
peter,balanced,False,False,True,abandoned,2,2,68.14,76.3,8.16
peter,balanced,False,False,True,abandoned,1,1,68.14,68.73,0.59
peter,balanced,True,False,False,converted,1,1,68.14,68.35,0.21
peter,balanced,True,False,False,converted,3,2,68.14,71.54,3.4
peter,balanced,False,False,True,abandoned,1,0,68.14,71.28,3.14
peter,balanced,False,False,True,abandoned,1,1,68.14,72.33,4.19
peter,balanced,False,False,True,abandoned,3,2,68.14,72.36,4.22
peter,balanced,True,False,False,converted,3,2,68.14,73.59,5.45
peter,balanced,False,False,True,abandoned,1,1,68.14,74.33,6.19
peter,balanced,False,False,True,abandoned,2,1,68.14,71.22,3.08
peter,balanced,False,False,True,abandoned,3,2,68.14,68.57,0.43
peter,balanced,False,False,True,abandoned,3,3,68.14,70.05,1.91
peter,balanced,False,False,True,abandoned,2,2,68.14,77.6,9.46
peter,balanced,False,False,True,abandoned,1,0,68.14,74.09,5.95
peter,balanced,False,False,True,abandoned,2,1,68.14,68.98,0.84
peter,balanced,False,False,True,abandoned,1,1,68.14,77.85,9.71
peter,balanced,False,False,True,abandoned,2,1,68.14,70.73,2.59
peter,balanced,False,False,True,abandoned,2,1,68.14,69.89,1.75
peter,balanced,False,False,True,abandoned,1,1,68.14,68.91,0.77
peter,balanced,False,False,True,abandoned,2,2,68.14,68.84,0.7
peter,balanced,False,False,True,abandoned,3,2,68.14,68.83,0.69
peter,balanced,False,False,True,abandoned,1,1,68.14,70.55,2.41
peter,balanced,False,False,True,abandoned,1,1,68.14,72.47,4.33
peter,balanced,False,False,True,abandoned,1,1,68.14,76.15,8.01
peter,balanced,False,False,True,abandoned,1,1,68.14,73.49,5.35
peter,balanced,True,False,False,converted,2,2,68.14,77.29,9.15
peter,balanced,False,False,True,abandoned,1,0,68.14,73.93,5.79
peter,balanced,False,False,True,abandoned,2,2,68.14,78.09,9.95
peter,balanced,False,False,True,abandoned,2,1,68.14,74.91,6.77
peter,balanced,False,False,True,abandoned,1,1,68.14,76.6,8.46
peter,balanced,True,False,False,converted,3,3,68.14,77.79,9.65
peter,balanced,False,False,True,abandoned,2,2,68.14,74.95,6.81
peter,balanced,False,False,True,abandoned,1,1,68.14,76.96,8.82
peter,balanced,False,False,True,abandoned,2,1,68.14,74.51,6.37
peter,balanced,False,False,True,abandoned,1,1,68.14,71.87,3.73
peter,balanced,False,False,True,abandoned,3,3,68.14,68.19,0.05
peter,balanced,False,False,True,abandoned,1,1,68.14,70.21,2.07
peter,balanced,False,False,True,abandoned,1,0,68.14,74.39,6.25
peter,balanced,False,False,True,abandoned,1,0,68.14,76.42,8.28
peter,balanced,False,False,True,abandoned,2,2,68.14,73.6,5.46
peter,balanced,False,True,False,advisor_routed,0,0,68.14,68.22,0.08
peter,balanced,True,False,False,converted,1,1,68.14,70.28,2.14
peter,balanced,True,False,False,converted,3,2,68.14,74.42,6.28
peter,balanced,False,False,True,abandoned,1,1,68.14,72.94,4.8
peter,balanced,False,False,True,abandoned,1,1,68.14,71.71,3.57
peter,balanced,False,False,True,abandoned,3,3,68.14,74.85,6.71
peter,balanced,True,False,False,converted,3,3,68.14,72.68,4.54
peter,balanced,True,False,False,converted,3,3,68.14,72.21,4.07
peter,balanced,False,False,True,abandoned,3,3,68.14,68.49,0.35
peter,balanced,False,False,True,abandoned,1,1,68.14,69.88,1.74
peter,balanced,False,False,True,abandoned,1,0,68.14,69.3,1.16
peter,balanced,False,False,True,abandoned,1,1,68.14,74.58,6.44
peter,balanced,False,False,True,abandoned,1,1,68.14,76.25,8.11
peter,balanced,False,False,True,abandoned,1,1,68.14,69.32,1.18
peter,balanced,False,False,True,abandoned,1,1,68.14,68.32,0.18
peter,balanced,False,True,False,advisor_routed,0,0,68.14,74.75,6.61
peter,balanced,False,False,True,abandoned,1,1,68.14,75.22,7.08
peter,balanced,False,False,True,abandoned,1,1,68.14,71.54,3.4
peter,balanced,False,False,True,abandoned,1,1,68.14,69.5,1.36
peter,balanced,True,False,False,converted,2,1,68.14,69.1,0.96
peter,balanced,False,False,True,abandoned,1,1,68.14,74.01,5.87
peter,balanced,False,False,True,abandoned,1,0,68.14,78.34,10.2
peter,balanced,True,False,False,converted,2,2,68.14,76.23,8.09
peter,balanced,False,False,True,abandoned,2,1,68.14,70.83,2.69
peter,balanced,False,False,True,abandoned,1,1,68.14,77.32,9.18
peter,balanced,False,False,True,abandoned,1,0,68.14,75.59,7.45
peter,balanced,False,False,True,abandoned,1,0,68.14,72.67,4.53
peter,balanced,True,False,False,converted,2,1,68.14,72.45,4.31
peter,balanced,False,True,False,advisor_routed,0,0,68.14,78.34,10.2
peter,balanced,False,False,True,abandoned,2,2,68.14,76.23,8.09
peter,balanced,True,False,False,converted,3,3,68.14,71.16,3.02
peter,balanced,True,False,False,converted,2,2,68.14,74.87,6.73
peter,balanced,False,True,False,advisor_routed,0,0,68.14,71.23,3.09
peter,balanced,True,False,False,converted,2,2,68.14,72.84,4.7
peter,balanced,False,False,True,abandoned,1,1,68.14,73.63,5.49
peter,balanced,False,False,True,abandoned,1,1,68.14,73.78,5.64
peter,balanced,False,False,True,abandoned,3,2,68.14,77.67,9.53
peter,balanced,False,False,True,abandoned,3,3,68.14,77.84,9.7
peter,balanced,False,False,True,abandoned,1,1,68.14,69.13,0.99
peter,balanced,False,False,True,abandoned,1,1,68.14,70.88,2.74
peter,balanced,False,True,False,advisor_routed,0,0,68.14,68.93,0.79
peter,balanced,False,False,True,abandoned,1,0,68.14,69.21,1.07
peter,balanced,False,False,True,abandoned,2,2,68.14,76.55,8.41
peter,balanced,False,False,True,abandoned,1,1,68.14,72.18,4.04
peter,balanced,True,False,False,converted,2,2,68.14,70.46,2.32
peter,balanced,False,False,True,abandoned,1,1,68.14,72.98,4.84
peter,balanced,False,False,True,abandoned,1,0,68.14,77.94,9.8
peter,balanced,False,False,True,abandoned,3,2,68.14,69.56,1.42
peter,balanced,False,False,True,abandoned,2,2,68.14,78.19,10.05
peter,balanced,False,False,True,abandoned,1,1,68.14,71.47,3.33
peter,balanced,True,False,False,converted,2,2,68.14,70.65,2.51
peter,balanced,True,False,False,converted,2,2,68.14,77.15,9.01
peter,balanced,False,False,True,abandoned,2,1,68.14,77.36,9.22
peter,balanced,False,True,False,advisor_routed,0,0,68.14,73.27,5.13
peter,balanced,True,False,False,converted,2,2,68.14,76.71,8.57
peter,balanced,False,False,True,abandoned,1,1,68.14,72.25,4.11
peter,balanced,False,False,True,abandoned,1,1,68.14,74.47,6.33
peter,balanced,False,False,True,abandoned,2,2,68.14,75.28,7.14
peter,balanced,False,False,True,abandoned,1,1,68.14,72.87,4.73
peter,balanced,False,False,True,abandoned,1,1,68.14,70.74,2.6
peter,balanced,False,False,True,abandoned,1,1,68.14,71.82,3.68
peter,balanced,False,False,True,abandoned,2,2,68.14,69.27,1.13
peter,balanced,False,False,True,abandoned,2,1,68.14,73.64,5.5
peter,balanced,True,False,False,converted,1,1,68.14,69.58,1.44
peter,balanced,False,False,True,abandoned,1,1,68.14,73.14,5.0
peter,balanced,True,False,False,converted,3,3,68.14,74.67,6.53
peter,balanced,False,False,True,abandoned,1,1,68.14,76.39,8.25
peter,balanced,False,False,True,abandoned,2,2,68.14,74.78,6.64
peter,balanced,False,False,True,abandoned,1,1,68.14,69.92,1.78
peter,balanced,False,False,True,abandoned,2,0,68.14,69.68,1.54
peter,balanced,False,False,True,abandoned,1,1,68.14,73.4,5.26
peter,balanced,True,False,False,converted,3,2,68.14,75.97,7.83
peter,balanced,True,False,False,converted,3,2,68.14,69.73,1.59
peter,balanced,True,False,False,converted,3,3,68.14,77.19,9.05
peter,balanced,False,True,False,advisor_routed,0,0,68.14,77.52,9.38
peter,balanced,False,False,True,abandoned,1,1,68.14,71.85,3.71
peter,balanced,False,True,False,advisor_routed,0,0,68.14,71.35,3.21
peter,balanced,False,False,True,abandoned,2,1,68.14,76.25,8.11
peter,balanced,False,False,True,abandoned,1,1,68.14,75.72,7.58
peter,balanced,False,False,True,abandoned,3,3,68.14,69.09,0.95
peter,balanced,True,False,False,converted,2,2,68.14,71.34,3.2
peter,balanced,False,False,True,abandoned,2,1,68.14,75.92,7.78
peter,balanced,False,False,True,abandoned,1,0,68.14,77.36,9.22
peter,balanced,False,False,True,abandoned,2,1,68.14,76.87,8.73
peter,balanced,False,False,True,abandoned,2,2,68.14,73.92,5.78
peter,balanced,False,False,True,abandoned,2,1,68.14,75.6,7.46
peter,balanced,True,False,False,converted,3,3,68.14,76.64,8.5
peter,balanced,False,False,True,abandoned,2,2,68.14,74.42,6.28
peter,balanced,True,False,False,converted,2,1,68.14,77.09,8.95
peter,balanced,False,False,True,abandoned,2,2,68.14,76.62,8.48
peter,balanced,False,False,True,abandoned,1,1,68.14,71.79,3.65
peter,balanced,False,False,True,abandoned,1,0,68.14,73.96,5.82
peter,balanced,False,False,True,abandoned,1,1,68.14,69.06,0.92
peter,balanced,False,False,True,abandoned,2,2,68.14,73.59,5.45
peter,balanced,False,False,True,abandoned,2,2,68.14,71.36,3.22
peter,balanced,False,False,True,abandoned,1,1,68.14,70.51,2.37
peter,balanced,True,False,False,converted,2,2,68.14,69.22,1.08
peter,balanced,False,False,True,abandoned,1,1,68.14,77.32,9.18
peter,balanced,False,False,True,abandoned,2,1,68.14,69.65,1.51
peter,balanced,False,False,True,abandoned,1,0,68.14,70.29,2.15
peter,balanced,False,False,True,abandoned,3,3,68.14,70.46,2.32
peter,balanced,False,True,False,advisor_routed,0,0,68.14,69.24,1.1
peter,balanced,False,False,True,abandoned,2,2,68.14,73.47,5.33
peter,balanced,True,False,False,converted,2,2,68.14,71.3,3.16
peter,balanced,False,False,True,abandoned,2,2,68.14,77.64,9.5
peter,balanced,False,False,True,abandoned,2,2,68.14,75.95,7.81
peter,balanced,False,False,True,abandoned,1,1,68.14,74.14,6.0
peter,balanced,True,False,False,converted,1,1,68.14,70.61,2.47
peter,balanced,True,False,False,converted,2,2,68.14,71.82,3.68
peter,balanced,False,False,True,abandoned,2,2,68.14,76.35,8.21
peter,balanced,False,False,True,abandoned,2,1,68.14,71.97,3.83
peter,balanced,False,False,True,abandoned,2,1,68.14,76.25,8.11
peter,balanced,False,False,True,abandoned,3,2,68.14,77.3,9.16
peter,balanced,False,False,True,abandoned,1,1,68.14,70.77,2.63
peter,balanced,False,False,True,abandoned,1,1,68.14,74.62,6.48
peter,balanced,False,False,True,abandoned,2,2,68.14,73.08,4.94
peter,balanced,True,False,False,converted,2,2,68.14,68.69,0.55
peter,balanced,False,False,True,abandoned,1,1,68.14,72.5,4.36
peter,balanced,False,False,True,abandoned,0,0,68.14,76.87,8.73
peter,balanced,False,False,True,abandoned,2,2,68.14,75.96,7.82
peter,balanced,False,False,True,abandoned,1,1,68.14,75.75,7.61
peter,balanced,False,False,True,abandoned,1,0,68.14,77.28,9.14
peter,balanced,False,False,True,abandoned,3,2,68.14,78.23,10.09
peter,balanced,False,False,True,abandoned,1,1,68.14,68.67,0.53
peter,balanced,False,False,True,abandoned,2,2,68.14,75.78,7.64
peter,balanced,True,False,False,converted,3,2,68.14,70.12,1.98
peter,balanced,True,False,False,converted,3,3,68.14,72.24,4.1
peter,balanced,False,False,True,abandoned,3,3,68.14,77.46,9.32
peter,balanced,False,False,True,abandoned,1,1,68.14,69.33,1.19
peter,balanced,False,False,True,abandoned,2,0,68.14,75.96,7.82
peter,balanced,True,False,False,converted,3,2,68.14,75.98,7.84
peter,balanced,False,False,True,abandoned,1,1,68.14,70.91,2.77
peter,balanced,False,False,True,abandoned,2,0,68.14,75.88,7.74
peter,balanced,False,True,False,advisor_routed,0,0,68.14,72.79,4.65
peter,balanced,True,False,False,converted,2,1,68.14,72.43,4.29
peter,balanced,False,False,True,abandoned,2,1,68.14,76.91,8.77
peter,balanced,False,False,True,abandoned,2,2,68.14,72.5,4.36
peter,balanced,False,False,True,abandoned,1,1,68.14,75.95,7.81
peter,balanced,False,False,True,abandoned,2,1,68.14,69.77,1.63
peter,balanced,False,False,True,abandoned,3,2,68.14,71.43,3.29
peter,balanced,False,False,True,abandoned,1,1,68.14,72.68,4.54
peter,balanced,False,False,True,abandoned,2,1,68.14,72.66,4.52
peter,balanced,False,False,True,abandoned,2,2,68.14,78.35,10.21
peter,balanced,False,False,True,abandoned,1,1,68.14,75.44,7.3
peter,balanced,False,False,True,abandoned,2,2,68.14,69.99,1.85
peter,balanced,False,False,True,abandoned,2,2,68.14,76.12,7.98
peter,balanced,False,False,True,abandoned,2,2,68.14,71.54,3.4
peter,balanced,True,False,False,converted,2,1,68.14,69.39,1.25
peter,balanced,False,False,True,abandoned,2,1,68.14,72.21,4.07
peter,balanced,True,False,False,converted,3,2,68.14,75.65,7.51
peter,balanced,False,False,True,abandoned,1,1,68.14,72.18,4.04
peter,balanced,False,False,True,abandoned,1,1,68.14,68.39,0.25
peter,balanced,False,False,True,abandoned,2,2,68.14,69.87,1.73
peter,balanced,False,False,True,abandoned,1,1,68.14,74.09,5.95
peter,balanced,False,False,True,abandoned,2,2,68.14,75.95,7.81
peter,balanced,False,False,True,abandoned,1,1,68.14,71.46,3.32
peter,balanced,False,False,True,abandoned,3,1,68.14,73.02,4.88
peter,balanced,True,False,False,converted,3,2,68.14,75.73,7.59
peter,balanced,True,False,False,converted,3,3,68.14,69.18,1.04
peter,balanced,False,False,True,abandoned,1,1,68.14,70.31,2.17
peter,balanced,False,False,True,abandoned,2,2,68.14,71.69,3.55
peter,balanced,False,False,True,abandoned,1,1,68.14,68.37,0.23
peter,balanced,False,False,True,abandoned,1,1,68.14,76.74,8.6
peter,balanced,False,False,True,abandoned,1,0,68.14,76.16,8.02
peter,balanced,True,False,False,converted,3,2,68.14,72.38,4.24
peter,balanced,False,False,True,abandoned,2,2,68.14,76.56,8.42
peter,balanced,False,False,True,abandoned,2,2,68.14,70.05,1.91
peter,balanced,False,False,True,abandoned,2,2,68.14,76.85,8.71
peter,balanced,False,False,True,abandoned,1,1,68.14,74.94,6.8
peter,balanced,False,False,True,abandoned,1,1,68.14,72.63,4.49
peter,balanced,True,False,False,converted,2,2,68.14,70.98,2.84
peter,balanced,True,False,False,converted,2,1,68.14,71.9,3.76
peter,balanced,False,False,True,abandoned,3,3,68.14,71.9,3.76
peter,balanced,False,False,True,abandoned,2,2,68.14,71.42,3.28
peter,balanced,True,False,False,converted,2,2,68.14,69.15,1.01
peter,balanced,False,False,True,abandoned,1,0,68.14,75.39,7.25
peter,balanced,False,False,True,abandoned,3,3,68.14,75.21,7.07
peter,balanced,False,False,True,abandoned,1,1,68.14,77.34,9.2
peter,balanced,False,True,False,advisor_routed,0,0,68.14,77.04,8.9
peter,balanced,False,False,True,abandoned,1,1,68.14,76.56,8.42
peter,balanced,False,False,True,abandoned,1,1,68.14,73.78,5.64
peter,balanced,False,False,True,abandoned,3,2,68.14,72.44,4.3
