persona_id,converted,advisor_routed,abandoned,terminal_step,interventions_shown,interventions_accepted,steps_visited,initial_price_eur,final_price_eur,price_delta_eur,outcome_reason
peter,0,0,1,abandoned,0,0,3,68.14,75.79,7.65,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,7,68.14,69.47,1.33,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,3,68.14,69.9,1.76,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,6,68.14,75.75,7.61,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,2,2,7,68.14,74.59,6.45,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,76.25,8.11,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,5,68.14,77.26,9.12,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,74.66,6.52,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,69.17,1.03,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,71.01,2.87,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,71.35,3.21,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,75.39,7.25,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,5,68.14,68.42,0.28,Persona abandoned before online purchase completion.
peter,0,1,0,advisor_routed,0,0,1,68.14,71.62,3.48,Out-of-scope selection routed to advisor and excluded from conversion.
peter,0,0,1,abandoned,1,1,7,68.14,70.33,2.19,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,71.91,3.77,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,74.06,5.92,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,75.48,7.34,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,73.33,5.19,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,73.12,4.98,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,70.74,2.6,Persona abandoned before online purchase completion.
peter,1,0,0,converted,1,1,8,68.14,71.18,3.04,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,1,1,4,68.14,71.74,3.6,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,77.68,9.54,Persona abandoned before online purchase completion.
peter,1,0,0,converted,1,1,8,68.14,71.41,3.27,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,1,1,4,68.14,70.81,2.67,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,5,68.14,71.9,3.76,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,73.77,5.63,Persona abandoned before online purchase completion.
peter,1,0,0,converted,0,0,8,68.14,68.15,0.01,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,1,1,7,68.14,75.04,6.9,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,70.74,2.6,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,5,68.14,72.14,4.0,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,5,68.14,68.21,0.07,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,75.67,7.53,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,72.56,4.42,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,6,68.14,72.07,3.93,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,7,68.14,69.62,1.48,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,70.44,2.3,Persona abandoned before online purchase completion.
peter,1,0,0,converted,1,1,8,68.14,73.78,5.64,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,1,1,4,68.14,77.94,9.8,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,5,68.14,70.81,2.67,Persona abandoned before online purchase completion.
peter,1,0,0,converted,0,0,8,68.14,74.64,6.5,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,0,0,3,68.14,77.54,9.4,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,3,68.14,69.49,1.35,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,75.57,7.43,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,71.33,3.19,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,7,68.14,73.56,5.42,Persona abandoned before online purchase completion.
peter,0,1,0,advisor_routed,0,0,1,68.14,77.29,9.15,Out-of-scope selection routed to advisor and excluded from conversion.
peter,0,0,1,abandoned,0,0,3,68.14,72.69,4.55,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,72.58,4.44,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,68.64,0.5,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,73.59,5.45,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,7,68.14,69.44,1.3,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,73.81,5.67,Persona abandoned before online purchase completion.
peter,1,0,0,converted,2,2,8,68.14,76.44,8.3,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,1,0,4,68.14,71.57,3.43,Persona abandoned before online purchase completion.
peter,1,0,0,converted,2,2,8,68.14,76.59,8.45,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,0,0,5,68.14,76.35,8.21,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,3,68.14,68.15,0.01,Persona abandoned before online purchase completion.
peter,0,1,0,advisor_routed,0,0,2,68.14,75.35,7.21,Out-of-scope selection routed to advisor and excluded from conversion.
peter,0,0,1,abandoned,1,0,4,68.14,70.26,2.12,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,76.19,8.05,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,70.99,2.85,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,69.68,1.54,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,77.16,9.02,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,75.97,7.83,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,73.02,4.88,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,7,68.14,72.51,4.37,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,2,2,7,68.14,76.99,8.85,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,5,68.14,71.65,3.51,Persona abandoned before online purchase completion.
peter,1,0,0,converted,0,0,8,68.14,77.05,8.91,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,1,1,4,68.14,75.93,7.79,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,75.48,7.34,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,75.67,7.53,Persona abandoned before online purchase completion.
peter,1,0,0,converted,1,1,8,68.14,70.9,2.76,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,1,1,4,68.14,70.54,2.4,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,70.94,2.8,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,69.36,1.22,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,3,68.14,71.74,3.6,Persona abandoned before online purchase completion.
peter,0,1,0,advisor_routed,0,0,1,68.14,69.32,1.18,Out-of-scope selection routed to advisor and excluded from conversion.
peter,0,0,1,abandoned,1,1,4,68.14,72.59,4.45,Persona abandoned before online purchase completion.
peter,1,0,0,converted,1,1,8,68.14,69.75,1.61,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,0,0,3,68.14,68.6,0.46,Persona abandoned before online purchase completion.
peter,1,0,0,converted,0,0,8,68.14,73.84,5.7,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,1,0,4,68.14,77.94,9.8,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,78.34,10.2,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,69.57,1.43,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,2,2,7,68.14,77.02,8.88,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,73.88,5.74,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,5,68.14,77.57,9.43,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,71.26,3.12,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,78.2,10.06,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,6,68.14,72.81,4.67,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,5,68.14,73.24,5.1,Persona abandoned before online purchase completion.
peter,1,0,0,converted,1,1,8,68.14,74.89,6.75,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,1,0,advisor_routed,0,0,1,68.14,78.19,10.05,Out-of-scope selection routed to advisor and excluded from conversion.
peter,0,0,1,abandoned,1,1,4,68.14,70.12,1.98,Persona abandoned before online purchase completion.
peter,1,0,0,converted,2,2,8,68.14,74.89,6.75,Online purchase completed for an in-scope Start/Optimal tariff.
peter,1,0,0,converted,1,1,8,68.14,68.43,0.29,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,1,0,advisor_routed,0,0,1,68.14,71.11,2.97,Out-of-scope selection routed to advisor and excluded from conversion.
peter,0,0,1,abandoned,1,1,4,68.14,68.54,0.4,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,72.63,4.49,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,70.02,1.88,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,70.83,2.69,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,2,2,7,68.14,68.17,0.03,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,77.37,9.23,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,76.84,8.7,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,69.8,1.66,Persona abandoned before online purchase completion.
peter,1,0,0,converted,0,0,8,68.14,70.46,2.32,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,1,0,4,68.14,69.45,1.31,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,71.48,3.34,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,5,68.14,73.27,5.13,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,77.01,8.87,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,68.66,0.52,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,70.2,2.06,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,76.2,8.06,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,5,68.14,70.92,2.78,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,7,68.14,73.44,5.3,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,69.84,1.7,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,70.64,2.5,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,76.07,7.93,Persona abandoned before online purchase completion.
peter,1,0,0,converted,0,0,8,68.14,77.05,8.91,Online purchase completed for an in-scope Start/Optimal tariff.
peter,1,0,0,converted,0,0,8,68.14,74.87,6.73,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,1,1,4,68.14,72.79,4.65,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,70.14,2.0,Persona abandoned before online purchase completion.
peter,1,0,0,converted,0,0,8,68.14,70.92,2.78,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,0,0,3,68.14,73.04,4.9,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,5,68.14,71.17,3.03,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,77.2,9.06,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,2,2,7,68.14,76.04,7.9,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,69.17,1.03,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,73.25,5.11,Persona abandoned before online purchase completion.
peter,1,0,0,converted,1,1,8,68.14,72.78,4.64,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,1,1,4,68.14,75.53,7.39,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,72.68,4.54,Persona abandoned before online purchase completion.
peter,1,0,0,converted,1,1,8,68.14,72.51,4.37,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,0,0,5,68.14,70.6,2.46,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,70.73,2.59,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,69.43,1.29,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,7,68.14,73.74,5.6,Persona abandoned before online purchase completion.
peter,1,0,0,converted,0,0,8,68.14,69.8,1.66,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,0,0,5,68.14,76.92,8.78,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,71.64,3.5,Persona abandoned before online purchase completion.
peter,1,0,0,converted,1,1,8,68.14,76.17,8.03,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,1,1,4,68.14,70.8,2.66,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,72.09,3.95,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,5,68.14,69.61,1.47,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,7,68.14,77.04,8.9,Persona abandoned before online purchase completion.
peter,1,0,0,converted,1,1,8,68.14,71.05,2.91,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,0,0,5,68.14,72.5,4.36,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,77.02,8.88,Persona abandoned before online purchase completion.
peter,0,1,0,advisor_routed,0,0,1,68.14,68.66,0.52,Out-of-scope selection routed to advisor and excluded from conversion.
peter,1,0,0,converted,1,1,8,68.14,77.84,9.7,Online purchase completed for an in-scope Start/Optimal tariff.
peter,1,0,0,converted,0,0,8,68.14,74.64,6.5,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,1,0,4,68.14,76.23,8.09,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,5,68.14,68.82,0.68,Persona abandoned before online purchase completion.
peter,1,0,0,converted,0,0,8,68.14,75.83,7.69,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,1,0,4,68.14,75.45,7.31,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,75.06,6.92,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,7,68.14,78.2,10.06,Persona abandoned before online purchase completion.
peter,0,1,0,advisor_routed,0,0,1,68.14,76.66,8.52,Out-of-scope selection routed to advisor and excluded from conversion.
peter,0,0,1,abandoned,1,0,4,68.14,73.24,5.1,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,76.47,8.33,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,70.06,1.92,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,68.73,0.59,Persona abandoned before online purchase completion.
peter,0,1,0,advisor_routed,0,0,1,68.14,72.3,4.16,Out-of-scope selection routed to advisor and excluded from conversion.
peter,0,0,1,abandoned,0,0,6,68.14,72.45,4.31,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,3,68.14,68.41,0.27,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,71.42,3.28,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,2,1,7,68.14,77.38,9.24,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,68.84,0.7,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,7,68.14,77.12,8.98,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,69.46,1.32,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,72.57,4.43,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,5,68.14,68.3,0.16,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,77.5,9.36,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,71.27,3.13,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,77.23,9.09,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,76.54,8.4,Persona abandoned before online purchase completion.
peter,0,1,0,advisor_routed,0,0,1,68.14,77.81,9.67,Out-of-scope selection routed to advisor and excluded from conversion.
peter,1,0,0,converted,0,0,8,68.14,72.37,4.23,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,0,0,3,68.14,75.2,7.06,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,5,68.14,69.21,1.07,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,75.52,7.38,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,70.21,2.07,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,5,68.14,77.34,9.2,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,5,68.14,68.44,0.3,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,74.02,5.88,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,69.32,1.18,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,77.47,9.33,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,7,68.14,71.42,3.28,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,71.4,3.26,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,5,68.14,76.84,8.7,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,73.91,5.77,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,77.53,9.39,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,68.81,0.67,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,71.79,3.65,Persona abandoned before online purchase completion.
peter,1,0,0,converted,1,1,8,68.14,69.79,1.65,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,1,1,7,68.14,69.13,0.99,Persona abandoned before online purchase completion.
peter,0,1,0,advisor_routed,0,0,1,68.14,73.51,5.37,Out-of-scope selection routed to advisor and excluded from conversion.
peter,0,0,1,abandoned,1,1,4,68.14,74.63,6.49,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,8,68.14,70.26,2.12,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,5,68.14,69.23,1.09,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,7,68.14,72.27,4.13,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,5,68.14,75.01,6.87,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,7,68.14,74.2,6.06,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,77.87,9.73,Persona abandoned before online purchase completion.
peter,1,0,0,converted,0,0,8,68.14,70.91,2.77,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,1,1,4,68.14,77.57,9.43,Persona abandoned before online purchase completion.
peter,1,0,0,converted,0,0,8,68.14,76.47,8.33,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,0,0,3,68.14,75.66,7.52,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,70.78,2.64,Persona abandoned before online purchase completion.
peter,0,1,0,advisor_routed,0,0,1,68.14,77.48,9.34,Out-of-scope selection routed to advisor and excluded from conversion.
peter,0,0,1,abandoned,1,1,4,68.14,71.54,3.4,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,7,68.14,72.93,4.79,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,71.08,2.94,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,7,68.14,71.12,2.98,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,70.06,1.92,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,7,68.14,77.47,9.33,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,71.73,3.59,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,74.74,6.6,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,7,68.14,68.79,0.65,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,68.68,0.54,Persona abandoned before online purchase completion.
peter,1,0,0,converted,0,0,8,68.14,74.11,5.97,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,0,0,3,68.14,74.15,6.01,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,73.61,5.47,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,74.2,6.06,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,7,68.14,71.32,3.18,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,5,68.14,72.69,4.55,Persona abandoned before online purchase completion.
peter,1,0,0,converted,1,1,8,68.14,68.53,0.39,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,1,1,4,68.14,69.27,1.13,Persona abandoned before online purchase completion.
peter,1,0,0,converted,1,1,8,68.14,71.8,3.66,Online purchase completed for an in-scope Start/Optimal tariff.
peter,1,0,0,converted,0,0,8,68.14,69.57,1.43,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,1,1,7,68.14,71.57,3.43,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,68.68,0.54,Persona abandoned before online purchase completion.
peter,0,1,0,advisor_routed,0,0,2,68.14,73.17,5.03,Out-of-scope selection routed to advisor and excluded from conversion.
peter,0,0,1,abandoned,1,1,4,68.14,74.64,6.5,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,69.07,0.93,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,76.25,8.11,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,75.36,7.22,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,69.49,1.35,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,69.01,0.87,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,69.18,1.04,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,7,68.14,68.45,0.31,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,71.78,3.64,Persona abandoned before online purchase completion.
peter,1,0,0,converted,1,1,8,68.14,70.2,2.06,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,0,0,5,68.14,69.72,1.58,Persona abandoned before online purchase completion.
peter,1,0,0,converted,2,2,8,68.14,72.55,4.41,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,1,0,advisor_routed,0,0,2,68.14,71.82,3.68,Out-of-scope selection routed to advisor and excluded from conversion.
peter,1,0,0,converted,0,0,8,68.14,75.19,7.05,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,1,1,5,68.14,68.8,0.66,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,5,68.14,68.88,0.74,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,75.87,7.73,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,5,68.14,71.78,3.64,Persona abandoned before online purchase completion.
peter,1,0,0,converted,0,0,8,68.14,74.8,6.66,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,1,1,7,68.14,68.16,0.02,Persona abandoned before online purchase completion.
peter,1,0,0,converted,0,0,8,68.14,72.15,4.01,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,0,0,5,68.14,70.43,2.29,Persona abandoned before online purchase completion.
peter,1,0,0,converted,2,2,8,68.14,75.12,6.98,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,1,0,5,68.14,72.88,4.74,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,5,68.14,73.72,5.58,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,76.35,8.21,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,75.87,7.73,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,3,68.14,73.78,5.64,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,73.98,5.84,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,5,68.14,71.13,2.99,Persona abandoned before online purchase completion.
peter,1,0,0,converted,1,1,8,68.14,69.54,1.4,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,1,1,4,68.14,69.05,0.91,Persona abandoned before online purchase completion.
peter,1,0,0,converted,1,1,8,68.14,75.59,7.45,Online purchase completed for an in-scope Start/Optimal tariff.
peter,1,0,0,converted,0,0,8,68.14,71.53,3.39,Online purchase completed for an in-scope Start/Optimal tariff.
peter,1,0,0,converted,0,0,8,68.14,71.43,3.29,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,2,1,7,68.14,73.42,5.28,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,7,68.14,69.97,1.83,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,0,4,68.14,74.85,6.71,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,0,0,5,68.14,71.24,3.1,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,72.88,4.74,Persona abandoned before online purchase completion.
peter,1,0,0,converted,0,0,8,68.14,73.73,5.59,Online purchase completed for an in-scope Start/Optimal tariff.
peter,0,0,1,abandoned,1,0,4,68.14,76.48,8.34,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,4,68.14,68.21,0.07,Persona abandoned before online purchase completion.
peter,0,0,1,abandoned,1,1,7,68.14,71.74,3.6,Persona abandoned before online purchase completion.
